method,dataset_id,name,test_judgment_metric,max_test_judgment_metric,PMA
classify_dt,216,fri_c4_1000_25_1,0.857142857,0.918429003,0.933270677
classify_dbn,216,fri_c4_1000_25_1,0.760736196,0.918429003,0.828301582
classify_bnb,216,fri_c4_1000_25_1,0.717948718,0.918429003,0.7817139
classify_svm,217,fri_c4_1000_50_1,0.730077121,0.886904762,0.823174203
classify_sgd,217,fri_c4_1000_50_1,0.729064039,0.886904762,0.822031937
classify_rf,217,fri_c4_1000_50_1,0.886904762,0.886904762,1
classify_pa,217,fri_c4_1000_50_1,0.698412698,0.886904762,0.787472036
classify_mlp,217,fri_c4_1000_50_1,0.827794562,0.886904762,0.933352258
classify_logreg,217,fri_c4_1000_50_1,0.690322581,0.886904762,0.778350292
classify_knn,217,fri_c4_1000_50_1,0.753799392,0.886904762,0.849921462
classify_gp,217,fri_c4_1000_50_1,0.726342711,0.886904762,0.818963594
classify_gnb,217,fri_c4_1000_50_1,0.712250712,0.886904762,0.803074629
classify_et,217,fri_c4_1000_50_1,0.854111406,0.886904762,0.963024941
classify_dt,217,fri_c4_1000_50_1,0.847761194,0.886904762,0.95586497
classify_dbn,217,fri_c4_1000_50_1,0.693641619,0.886904762,0.782092563
classify_svm,218,fri_c4_100_100_1,0.516129032,0.722222222,0.714640199
classify_sgd,218,fri_c4_100_100_1,0.722222222,0.722222222,1
classify_rf,218,fri_c4_100_100_1,0.666666667,0.722222222,0.923076923
classify_pa,218,fri_c4_100_100_1,0.588235294,0.722222222,0.814479638
classify_mlp,218,fri_c4_100_100_1,0.5625,0.722222222,0.778846154
classify_logreg,218,fri_c4_100_100_1,0.588235294,0.722222222,0.814479638
classify_knn,218,fri_c4_100_100_1,0.615384615,0.722222222,0.852071006
classify_gp,218,fri_c4_100_100_1,0.4,0.722222222,0.553846154
classify_gnb,218,fri_c4_100_100_1,0.5625,0.722222222,0.778846154
classify_et,218,fri_c4_100_100_1,0.64516129,0.722222222,0.893300248
classify_dbn,218,fri_c4_100_100_1,0.625,0.722222222,0.865384615
classify_bnb,218,fri_c4_100_100_1,0.384615385,0.722222222,0.532544379
classify_svm,219,fri_c4_100_10_1,0,0.838709677,0
classify_sgd,219,fri_c4_100_10_1,0.75,0.838709677,0.894230769
classify_rf,219,fri_c4_100_10_1,0.75,0.838709677,0.894230769
classify_pa,219,fri_c4_100_10_1,0.75,0.838709677,0.894230769
classify_mlp,219,fri_c4_100_10_1,0.838709677,0.838709677,1
classify_logreg,219,fri_c4_100_10_1,0.75,0.838709677,0.894230769
classify_knn,219,fri_c4_100_10_1,0.709677419,0.838709677,0.846153846
classify_gp,219,fri_c4_100_10_1,0.709677419,0.838709677,0.846153846
classify_et,219,fri_c4_100_10_1,0.75,0.838709677,0.894230769
classify_dt,219,fri_c4_100_10_1,0.5625,0.838709677,0.670673077
classify_dbn,219,fri_c4_100_10_1,0.777777778,0.838709677,0.927350427
classify_bnb,219,fri_c4_100_10_1,0.625,0.838709677,0.745192308
classify_svm,220,fri_c4_100_25_1,0,0.787878788,0
classify_sgd,220,fri_c4_100_25_1,0.764705882,0.787878788,0.970588235
classify_rf,220,fri_c4_100_25_1,0.764705882,0.787878788,0.970588235
classify_pa,220,fri_c4_100_25_1,0.684210526,0.787878788,0.868421053
classify_mlp,220,fri_c4_100_25_1,0.787878788,0.787878788,1
classify_logreg,220,fri_c4_100_25_1,0.742857143,0.787878788,0.942857143
classify_knn,220,fri_c4_100_25_1,0.764705882,0.787878788,0.970588235
classify_gp,220,fri_c4_100_25_1,0.684210526,0.787878788,0.868421053
classify_gnb,220,fri_c4_100_25_1,0.75,0.787878788,0.951923077
classify_et,220,fri_c4_100_25_1,0.709677419,0.787878788,0.900744417
classify_dt,220,fri_c4_100_25_1,0.6875,0.787878788,0.872596154
classify_dbn,220,fri_c4_100_25_1,0.648648649,0.787878788,0.823284823
classify_svm,221,fri_c4_100_50_1,0.631578947,0.789473684,0.8
classify_sgd,221,fri_c4_100_50_1,0.75,0.789473684,0.95
classify_rf,221,fri_c4_100_50_1,0.789473684,0.789473684,1
classify_pa,221,fri_c4_100_50_1,0.631578947,0.789473684,0.8
classify_mlp,221,fri_c4_100_50_1,0.75,0.789473684,0.95
classify_logreg,221,fri_c4_100_50_1,0.555555556,0.789473684,0.703703704
classify_knn,221,fri_c4_100_50_1,0.789473684,0.789473684,1
classify_gp,221,fri_c4_100_50_1,0.634146341,0.789473684,0.803252033
classify_et,221,fri_c4_100_50_1,0.777777778,0.789473684,0.985185185
classify_dt,221,fri_c4_100_50_1,0.666666667,0.789473684,0.844444444
classify_dbn,221,fri_c4_100_50_1,0.75,0.789473684,0.95
classify_sgd,222,fri_c4_250_100_1,0.666666667,0.894736842,0.745098039
classify_rf,222,fri_c4_250_100_1,0.894736842,0.894736842,1
classify_pa,222,fri_c4_250_100_1,0.602409639,0.894736842,0.673281361
classify_mlp,222,fri_c4_250_100_1,0.696629214,0.894736842,0.778585592
classify_logreg,222,fri_c4_250_100_1,0,0.894736842,0
classify_knn,222,fri_c4_250_100_1,0.680851064,0.894736842,0.760951189
classify_gp,222,fri_c4_250_100_1,0.660714286,0.894736842,0.738445378
classify_et,222,fri_c4_250_100_1,0.765957447,0.894736842,0.856070088
classify_dt,222,fri_c4_250_100_1,0.657534247,0.894736842,0.734891217
classify_dbn,222,fri_c4_250_100_1,0.647619048,0.894736842,0.723809524
classify_bnb,222,fri_c4_250_100_1,0.659340659,0.894736842,0.736910149
classify_svm,223,fri_c4_250_10_1,0.555555556,0.84057971,0.66091954
classify_sgd,223,fri_c4_250_10_1,0.704545455,0.84057971,0.838166144
classify_rf,223,fri_c4_250_10_1,0.765432099,0.84057971,0.910600256
classify_pa,223,fri_c4_250_10_1,0.693333333,0.84057971,0.824827586
classify_mlp,223,fri_c4_250_10_1,0.84057971,0.84057971,1
classify_logreg,223,fri_c4_250_10_1,0.571428571,0.84057971,0.679802956
classify_knn,223,fri_c4_250_10_1,0.727272727,0.84057971,0.865203762
classify_gp,223,fri_c4_250_10_1,0.707317073,0.84057971,0.841463415
classify_gnb,223,fri_c4_250_10_1,0.621621622,0.84057971,0.739515377
classify_et,223,fri_c4_250_10_1,0.746987952,0.84057971,0.888658081
classify_dt,223,fri_c4_250_10_1,0.746268657,0.84057971,0.887802368
classify_dbn,223,fri_c4_250_10_1,0.657142857,0.84057971,0.781773399
classify_bnb,223,fri_c4_250_10_1,0.537313433,0.84057971,0.639217705
classify_sgd,224,fri_c4_250_25_1,0.717948718,0.853932584,0.840755735
classify_rf,224,fri_c4_250_25_1,0.853932584,0.853932584,1
classify_pa,224,fri_c4_250_25_1,0.674157303,0.853932584,0.789473684
classify_mlp,224,fri_c4_250_25_1,0.755555556,0.853932584,0.884795322
classify_knn,224,fri_c4_250_25_1,0.764044944,0.853932584,0.894736842
classify_gp,224,fri_c4_250_25_1,0.717948718,0.853932584,0.840755735
classify_gnb,224,fri_c4_250_25_1,0.698795181,0.853932584,0.818325935
classify_et,224,fri_c4_250_25_1,0.817204301,0.853932584,0.956989247
classify_dt,224,fri_c4_250_25_1,0.535211268,0.853932584,0.626760563
classify_dbn,224,fri_c4_250_25_1,0.725274725,0.853932584,0.849334876
classify_bnb,224,fri_c4_250_25_1,0.688172043,0.853932584,0.805885682
classify_svm,225,fri_c4_250_50_1,0.611111111,0.820512821,0.744791667
classify_sgd,225,fri_c4_250_50_1,0.611111111,0.820512821,0.744791667
classify_rf,225,fri_c4_250_50_1,0.773333333,0.820512821,0.9425
classify_pa,225,fri_c4_250_50_1,0.547945205,0.820512821,0.667808219
classify_mlp,225,fri_c4_250_50_1,0.631578947,0.820512821,0.769736842
classify_logreg,225,fri_c4_250_50_1,0.578947368,0.820512821,0.705592105
classify_knn,225,fri_c4_250_50_1,0.644444444,0.820512821,0.785416667
classify_gp,225,fri_c4_250_50_1,0.512195122,0.820512821,0.624237805
classify_gnb,225,fri_c4_250_50_1,0.597402597,0.820512821,0.728084416
classify_et,225,fri_c4_250_50_1,0.820512821,0.820512821,1
classify_dbn,225,fri_c4_250_50_1,0.615384615,0.820512821,0.75
classify_bnb,225,fri_c4_250_50_1,0.694444444,0.820512821,0.846354167
classify_svm,226,fri_c4_500_100_1,0.672566372,0.748538012,0.898506637
classify_sgd,226,fri_c4_500_100_1,0.707865168,0.748538012,0.945663624
classify_rf,226,fri_c4_500_100_1,0.713615024,0.748538012,0.95334507
classify_pa,226,fri_c4_500_100_1,0.650306749,0.748538012,0.868769172
classify_mlp,226,fri_c4_500_100_1,0.679012346,0.748538012,0.907118056
classify_logreg,226,fri_c4_500_100_1,0.679245283,0.748538012,0.907429245
classify_knn,226,fri_c4_500_100_1,0.660098522,0.748538012,0.881850369
classify_gp,226,fri_c4_500_100_1,0.672566372,0.748538012,0.898506637
classify_dt,226,fri_c4_500_100_1,0.748538012,0.748538012,1
classify_dbn,226,fri_c4_500_100_1,0.682352941,0.748538012,0.911580882
classify_bnb,226,fri_c4_500_100_1,0.655172414,0.748538012,0.875269397
classify_svm,227,fri_c4_500_10_1,0.765432099,0.945054945,0.809933965
classify_sgd,227,fri_c4_500_10_1,0.774509804,0.945054945,0.819539444
classify_rf,227,fri_c4_500_10_1,0.911111111,0.945054945,0.964082687
classify_pa,227,fri_c4_500_10_1,0.721311475,0.945054945,0.763248189
classify_mlp,227,fri_c4_500_10_1,0.945054945,0.945054945,1
classify_logreg,227,fri_c4_500_10_1,0.741935484,0.945054945,0.785071268
classify_knn,227,fri_c4_500_10_1,0.872093023,0.945054945,0.922796106
classify_gp,227,fri_c4_500_10_1,0.857142857,0.945054945,0.906976744
classify_et,227,fri_c4_500_10_1,0.830601093,0.945054945,0.878891854
classify_dt,227,fri_c4_500_10_1,0.849162011,0.945054945,0.898531896
classify_dbn,227,fri_c4_500_10_1,0.933333333,0.945054945,0.987596899
classify_svm,228,fri_c4_500_25_1,0.708571429,0.934782609,0.758006645
classify_sgd,228,fri_c4_500_25_1,0.760330579,0.934782609,0.813376898
classify_rf,228,fri_c4_500_25_1,0.934782609,0.934782609,1
classify_pa,228,fri_c4_500_25_1,0.72826087,0.934782609,0.779069767
classify_mlp,228,fri_c4_500_25_1,0.918918919,0.934782609,0.983029541
classify_logreg,228,fri_c4_500_25_1,0.726256983,0.934782609,0.776926075
classify_knn,228,fri_c4_500_25_1,0.837696335,0.934782609,0.896140265
classify_gp,228,fri_c4_500_25_1,0.753768844,0.934782609,0.806357368
classify_et,228,fri_c4_500_25_1,0.841584158,0.934782609,0.900299332
classify_dt,228,fri_c4_500_25_1,0.858757062,0.934782609,0.918670345
classify_dbn,228,fri_c4_500_25_1,0.760330579,0.934782609,0.813376898
classify_bnb,228,fri_c4_500_25_1,0.72631579,0.934782609,0.776988984
classify_svm,229,fri_c4_500_50_1,0.734177215,0.872727273,0.841244726
classify_sgd,229,fri_c4_500_50_1,0.734177215,0.872727273,0.841244726
classify_rf,229,fri_c4_500_50_1,0.872727273,0.872727273,1
classify_pa,229,fri_c4_500_50_1,0.630952381,0.872727273,0.72296627
classify_mlp,229,fri_c4_500_50_1,0.754491018,0.872727273,0.864520958
classify_logreg,229,fri_c4_500_50_1,0.627906977,0.872727273,0.719476744
classify_knn,229,fri_c4_500_50_1,0.666666667,0.872727273,0.763888889
classify_gp,229,fri_c4_500_50_1,0.662921348,0.872727273,0.759597378
classify_et,229,fri_c4_500_50_1,0.775757576,0.872727273,0.888888889
classify_dt,229,fri_c4_500_50_1,0.732919255,0.872727273,0.839803313
classify_dbn,229,fri_c4_500_50_1,0.607142857,0.872727273,0.695684524
classify_svm,230,fried_1,0.835262689,0.93825968,0.890225497
classify_sgd,230,fried_1,0.840648417,0.93825968,0.895965622
classify_rf,230,fried_1,0.858437879,0.93825968,0.914925684
classify_pa,230,fried_1,0.837163973,0.93825968,0.892251891
classify_mnb,230,fried_1,0.754875101,0.93825968,0.804548162
classify_mlp,230,fried_1,0.93825968,0.93825968,1
classify_logreg,230,fried_1,0.838777832,0.93825968,0.893971946
classify_knn,230,fried_1,0.89012495,0.93825968,0.948697859
classify_gnb,230,fried_1,0.866820125,0.93825968,0.923859507
classify_et,230,fried_1,0.831213307,0.93825968,0.885909653
classify_dt,230,fried_1,0.867365028,0.93825968,0.924440266
classify_dbn,230,fried_1,0.933765707,0.93825968,0.995210311
classify_bnb,230,fried_1,0.737106077,0.93825968,0.785609883
classify_svm,231,fruitfly_1,0.545454545,0.545454545,1
classify_sgd,231,fruitfly_1,0.538461539,0.545454545,0.987179487
classify_rf,231,fruitfly_1,0.307692308,0.545454545,0.564102564
classify_pa,231,fruitfly_1,0.523809524,0.545454545,0.96031746
classify_mlp,231,fruitfly_1,0.538461539,0.545454545,0.987179487
classify_logreg,231,fruitfly_1,0.545454545,0.545454545,1
classify_knn,231,fruitfly_1,0.4,0.545454545,0.733333333
classify_gp,231,fruitfly_1,0.190476191,0.545454545,0.349206349
classify_et,231,fruitfly_1,0.1,0.545454545,0.183333333
classify_dbn,231,fruitfly_1,0.16,0.545454545,0.293333333
classify_bnb,231,fruitfly_1,0.48,0.545454545,0.88
classify_svm,232,glass_1,0.737864078,0.86746988,0.850593312
classify_sgd,232,glass_1,0.747474748,0.86746988,0.861672278
classify_mnb,232,glass_1,0.444444444,0.86746988,0.512345679
classify_mlp,232,glass_1,0.829268293,0.86746988,0.95596206
classify_logreg,232,glass_1,0.676470588,0.86746988,0.779820261
classify_knn,232,glass_1,0.86746988,0.86746988,1
classify_gp,232,glass_1,0.853932584,0.86746988,0.984394507
classify_gnb,232,glass_1,0.610169492,0.86746988,0.70338983
classify_et,232,glass_1,0.745098039,0.86746988,0.858932462
classify_dt,232,glass_1,0.765432099,0.86746988,0.882373114
classify_dbn,232,glass_1,0.847058824,0.86746988,0.976470588
classify_bnb,232,glass_1,0.444444444,0.86746988,0.512345679
classify_svm,233,grub-damage_1,0.385753539,0.42586256,0.905816982
classify_sgd,233,grub-damage_1,0.42586256,0.42586256,1
classify_rf,233,grub-damage_1,0.205038192,0.42586256,0.481465644
classify_pa,233,grub-damage_1,0.137992573,0.42586256,0.324030768
classify_mnb,233,grub-damage_1,0.32785052,0.42586256,0.769850536
classify_mlp,233,grub-damage_1,0.359161886,0.42586256,0.843375116
classify_logreg,233,grub-damage_1,0.154213152,0.42586256,0.362119533
classify_knn,233,grub-damage_1,0.418063553,0.42586256,0.981686563
classify_gp,233,grub-damage_1,0.15330094,0.42586256,0.3599775
classify_et,233,grub-damage_1,0.292128592,0.42586256,0.685969181
classify_dbn,233,grub-damage_1,0.391955074,0.42586256,0.920379273
classify_bnb,233,grub-damage_1,0.316770621,0.42586256,0.743832989
classify_svm,234,grub-damage_2,0.806451613,0.852459016,0.946029777
classify_sgd,234,grub-damage_2,0.828571429,0.852459016,0.971978022
classify_mnb,234,grub-damage_2,0.782608696,0.852459016,0.918060201
classify_mlp,234,grub-damage_2,0.852459016,0.852459016,1
classify_logreg,234,grub-damage_2,0.724137931,0.852459016,0.849469496
classify_knn,234,grub-damage_2,0.84375,0.852459016,0.989783654
classify_gp,234,grub-damage_2,0.816901408,0.852459016,0.958288191
classify_dbn,234,grub-damage_2,0.84375,0.852459016,0.989783654
classify_bnb,234,grub-damage_2,0.692307692,0.852459016,0.812130177
classify_svm,235,haberman_1,0.45,0.507936508,0.8859375
classify_sgd,235,haberman_1,0.4,0.507936508,0.7875
classify_rf,235,haberman_1,0.153846154,0.507936508,0.302884615
classify_mlp,235,haberman_1,0.507936508,0.507936508,1
classify_logreg,235,haberman_1,0.458333333,0.507936508,0.90234375
classify_knn,235,haberman_1,0.421052632,0.507936508,0.828947369
classify_gp,235,haberman_1,0.352941177,0.507936508,0.694852941
classify_gnb,235,haberman_1,0.457142857,0.507936508,0.9
classify_et,235,haberman_1,0.083333333,0.507936508,0.1640625
classify_dt,235,haberman_1,0.444444444,0.507936508,0.875
classify_dbn,235,haberman_1,0.333333333,0.507936508,0.65625
classify_bnb,235,haberman_1,0.45,0.507936508,0.8859375
classify_svm,236,hayes-roth_1,0,0.896551724,0
classify_sgd,236,hayes-roth_1,0.861538462,0.896551724,0.960946746
classify_pa,236,hayes-roth_1,0.612244898,0.896551724,0.68288854
classify_mnb,236,hayes-roth_1,0.8125,0.896551724,0.90625
classify_mlp,236,hayes-roth_1,0.885245902,0.896551724,0.98738966
classify_logreg,236,hayes-roth_1,0.565217391,0.896551724,0.630434783
classify_knn,236,hayes-roth_1,0.896551724,0.896551724,1
classify_gp,236,hayes-roth_1,0.866666667,0.896551724,0.966666667
classify_gnb,236,hayes-roth_1,0.612244898,0.896551724,0.68288854
classify_et,236,hayes-roth_1,0.861538462,0.896551724,0.960946746
classify_dt,236,hayes-roth_1,0.777777778,0.896551724,0.867521368
classify_dbn,236,hayes-roth_1,0.842105263,0.896551724,0.939271255
classify_bnb,236,hayes-roth_1,0.612244898,0.896551724,0.68288854
classify_svm,237,hayes-roth_2,0.017815564,0.741064006,0.02404052
classify_sgd,237,hayes-roth_2,0.474798402,0.741064006,0.640698237
classify_pa,237,hayes-roth_2,0.52699319,0.741064006,0.711130464
classify_mlp,237,hayes-roth_2,0.741064006,0.741064006,1
classify_logreg,237,hayes-roth_2,0.481866393,0.741064006,0.650235863
classify_knn,237,hayes-roth_2,0.469672522,0.741064006,0.633781317
classify_gp,237,hayes-roth_2,0.647551309,0.741064006,0.873812928
classify_et,237,hayes-roth_2,0.686713142,0.741064006,0.92665834
classify_dbn,237,hayes-roth_2,0.475159876,0.741064006,0.641186013
classify_bnb,237,hayes-roth_2,0.319495902,0.741064006,0.431131319
classify_svm,238,heart-statlog_1,0.776470588,0.819277108,0.947750865
classify_sgd,238,heart-statlog_1,0.813186813,0.819277108,0.992566257
classify_mlp,238,heart-statlog_1,0.819277108,0.819277108,1
classify_logreg,238,heart-statlog_1,0.75862069,0.819277108,0.925963489
classify_knn,238,heart-statlog_1,0.790123457,0.819277108,0.964415396
classify_gp,238,heart-statlog_1,0.602409639,0.819277108,0.735294118
classify_et,238,heart-statlog_1,0.740740741,0.819277108,0.904139434
classify_dt,238,heart-statlog_1,0.605263158,0.819277108,0.73877709
classify_dbn,238,heart-statlog_1,0.818181818,0.819277108,0.998663102
classify_bnb,238,heart-statlog_1,0.744186047,0.819277108,0.908344733
classify_svm,239,hill-valley_1,0.597122302,0.866666667,0.688987272
classify_sgd,239,hill-valley_1,0.866666667,0.866666667,1
classify_rf,239,hill-valley_1,0.561403509,0.866666667,0.647773279
classify_pa,239,hill-valley_1,0.687242798,0.866666667,0.79297246
classify_mnb,239,hill-valley_1,0.757062147,0.866666667,0.873533246
classify_mlp,239,hill-valley_1,0.82,0.866666667,0.946153846
classify_logreg,239,hill-valley_1,0.32388664,0.866666667,0.373715353
classify_knn,239,hill-valley_1,0.562162162,0.866666667,0.648648649
classify_gp,239,hill-valley_1,0.545961003,0.866666667,0.629955003
classify_et,239,hill-valley_1,0.49704142,0.866666667,0.573509331
classify_dt,239,hill-valley_1,0.187793427,0.866666667,0.216684724
classify_dbn,239,hill-valley_1,0.639252336,0.866666667,0.73759885
classify_bnb,239,hill-valley_1,0.274336283,0.866666667,0.316541865
classify_svm,240,hill-valley_2,0.660377359,0.973958333,0.678034507
classify_sgd,240,hill-valley_2,0.860759494,0.973958333,0.883774453
classify_rf,240,hill-valley_2,0.635555556,0.973958333,0.65254902
classify_mlp,240,hill-valley_2,0.973958333,0.973958333,1
classify_logreg,240,hill-valley_2,0.720647773,0.973958333,0.73991643
classify_knn,240,hill-valley_2,0.582210243,0.973958333,0.597777361
classify_gp,240,hill-valley_2,0.67876588,0.973958333,0.696914701
classify_gnb,240,hill-valley_2,0.644135189,0.973958333,0.661358055
classify_dt,240,hill-valley_2,0.674033149,0.973958333,0.692055426
classify_dbn,240,hill-valley_2,0.67876588,0.973958333,0.696914701
classify_sgd,241,house_16H_1,0.699014011,0.812823164,0.859982887
classify_rf,241,house_16H_1,0.773673257,0.812823164,0.951834656
classify_mnb,241,house_16H_1,0.440566348,0.812823164,0.542019922
classify_mlp,241,house_16H_1,0.812823164,0.812823164,1
classify_logreg,241,house_16H_1,0.705367793,0.812823164,0.867799817
classify_knn,241,house_16H_1,0.765853659,0.812823164,0.942214361
classify_et,241,house_16H_1,0,0.812823164,0
classify_dt,241,house_16H_1,0.732922582,0.812823164,0.90169992
classify_dbn,241,house_16H_1,0.796514608,0.812823164,0.979935911
classify_bnb,241,house_16H_1,0.530999703,0.812823164,0.653278261
classify_svm,242,house_8L_1,0.755566312,0.796870926,0.948166494
classify_sgd,242,house_8L_1,0.563467492,0.796870926,0.707100076
classify_rf,242,house_8L_1,0.715846995,0.796870926,0.89832239
classify_pa,242,house_8L_1,0.731080704,0.796870926,0.917439299
classify_mnb,242,house_8L_1,0.451384417,0.796870926,0.566446086
classify_mlp,242,house_8L_1,0.796870926,0.796870926,1
classify_logreg,242,house_8L_1,0.742316785,0.796870926,0.931539552
classify_knn,242,house_8L_1,0.755328218,0.796870926,0.947867708
classify_gnb,242,house_8L_1,0.513125656,0.796870926,0.643925685
classify_dt,242,house_8L_1,0.77345775,0.796870926,0.97061861
classify_dbn,242,house_8L_1,0.783227848,0.796870926,0.982879188
classify_bnb,242,house_8L_1,0.650184712,0.796870926,0.815922241
classify_svm,243,houses_1,0.723298969,0.986320889,0.733330275
classify_sgd,243,houses_1,0.972529029,0.986320889,0.986016863
classify_rf,243,houses_1,0.97150838,0.986320889,0.984982059
classify_pa,243,houses_1,0.967805985,0.986320889,0.981228316
classify_mnb,243,houses_1,0.54562212,0.986320889,0.553189257
classify_mlp,243,houses_1,0.986320889,0.986320889,1
classify_logreg,243,houses_1,0.968639137,0.986320889,0.982073023
classify_knn,243,houses_1,0.974861525,0.986320889,0.988381708
classify_gnb,243,houses_1,0.959590211,0.986320889,0.972898598
classify_et,243,houses_1,0.971203821,0.986320889,0.984673276
classify_dbn,243,houses_1,0.977462792,0.986320889,0.991019052
classify_svm,244,housing_1,0.682170543,0.890756303,0.765832968
classify_sgd,244,housing_1,0.816666667,0.890756303,0.916823899
classify_rf,244,housing_1,0.890756303,0.890756303,1
classify_pa,244,housing_1,0.738461539,0.890756303,0.829027576
classify_mnb,244,housing_1,0.621621622,0.890756303,0.697858236
classify_mlp,244,housing_1,0.869565217,0.890756303,0.976210008
classify_logreg,244,housing_1,0.8,0.890756303,0.898113208
classify_knn,244,housing_1,0.842105263,0.890756303,0.945382324
classify_gp,244,housing_1,0.661417323,0.890756303,0.742534542
classify_gnb,244,housing_1,0.675675676,0.890756303,0.75854156
classify_et,244,housing_1,0.727272727,0.890756303,0.816466552
classify_dt,244,housing_1,0.87394958,0.890756303,0.981132075
classify_dbn,244,housing_1,0.879310345,0.890756303,0.987150293
classify_svm,245,humandevel_1,0,0.926829268,0
classify_sgd,245,humandevel_1,0.926829268,0.926829268,1
classify_rf,245,humandevel_1,0.904761905,0.926829268,0.976190476
classify_pa,245,humandevel_1,0.904761905,0.926829268,0.976190476
classify_mnb,245,humandevel_1,0,0.926829268,0
classify_mlp,245,humandevel_1,0.926829268,0.926829268,1
classify_logreg,245,humandevel_1,0.926829268,0.926829268,1
classify_knn,245,humandevel_1,0.926829268,0.926829268,1
classify_gp,245,humandevel_1,0.926829268,0.926829268,1
classify_gnb,245,humandevel_1,0.926829268,0.926829268,1
classify_et,245,humandevel_1,0.926829268,0.926829268,1
classify_dt,245,humandevel_1,0.9,0.926829268,0.971052632
classify_dbn,245,humandevel_1,0.926829268,0.926829268,1
classify_bnb,245,humandevel_1,0.926829268,0.926829268,1
classify_svm,246,hutsof99_child_witness_1,0.75,0.888888889,0.84375
classify_sgd,246,hutsof99_child_witness_1,0.8,0.888888889,0.9
classify_rf,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_pa,246,hutsof99_child_witness_1,0.75,0.888888889,0.84375
classify_mnb,246,hutsof99_child_witness_1,0.285714286,0.888888889,0.321428571
classify_mlp,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_logreg,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_knn,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_gp,246,hutsof99_child_witness_1,0.666666667,0.888888889,0.75
classify_gnb,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_et,246,hutsof99_child_witness_1,0.888888889,0.888888889,1
classify_dt,246,hutsof99_child_witness_1,0.666666667,0.888888889,0.75
classify_bnb,246,hutsof99_child_witness_1,0.666666667,0.888888889,0.75
classify_svm,247,hutsof99_logis_1,0.5,0.75,0.666666667
classify_sgd,247,hutsof99_logis_1,0.6,0.75,0.8
classify_rf,247,hutsof99_logis_1,0.52631579,0.75,0.701754386
classify_mnb,247,hutsof99_logis_1,0.52631579,0.75,0.701754386
classify_mlp,247,hutsof99_logis_1,0.75,0.75,1
classify_logreg,247,hutsof99_logis_1,0.52631579,0.75,0.701754386
classify_knn,247,hutsof99_logis_1,0.588235294,0.75,0.784313725
classify_gp,247,hutsof99_logis_1,0.5,0.75,0.666666667
classify_gnb,247,hutsof99_logis_1,0.555555556,0.75,0.740740741
classify_et,247,hutsof99_logis_1,0.555555556,0.75,0.740740741
classify_dt,247,hutsof99_logis_1,0.666666667,0.75,0.888888889
classify_dbn,247,hutsof99_logis_1,0.555555556,0.75,0.740740741
classify_svm,248,ilpd_1,0.484848485,0.658227848,0.736596737
classify_sgd,248,ilpd_1,0.622754491,0.658227848,0.946107784
classify_rf,248,ilpd_1,0.325,0.658227848,0.49375
classify_pa,248,ilpd_1,0.614285714,0.658227848,0.933241758
classify_mnb,248,ilpd_1,0.516483517,0.658227848,0.78465765
classify_mlp,248,ilpd_1,0.646706587,0.658227848,0.982496545
classify_logreg,248,ilpd_1,0.658227848,0.658227848,1
classify_knn,248,ilpd_1,0.495412844,0.658227848,0.752646436
classify_gp,248,ilpd_1,0.486486487,0.658227848,0.739085239
classify_gnb,248,ilpd_1,0.586206897,0.658227848,0.890583554
classify_dt,248,ilpd_1,0.144927536,0.658227848,0.220178372
classify_dbn,248,ilpd_1,0.447058824,0.658227848,0.67918552
classify_svm,249,ionosphere_1,0.822580645,0.96,0.856854839
classify_sgd,249,ionosphere_1,0.897058824,0.96,0.934436274
classify_mlp,249,ionosphere_1,0.921875,0.96,0.960286458
classify_logreg,249,ionosphere_1,0.827067669,0.96,0.861528822
classify_knn,249,ionosphere_1,0.938461538,0.96,0.977564103
classify_gp,249,ionosphere_1,0.871428571,0.96,0.907738095
classify_gnb,249,ionosphere_1,0.910447761,0.96,0.948383085
classify_et,249,ionosphere_1,0.945736434,0.96,0.985142119
classify_dt,249,ionosphere_1,0.96,0.96,1
classify_dbn,249,ionosphere_1,0.923076923,0.96,0.961538462
classify_svm,250,iris_1,0.243058258,0.957849215,0.253754196
classify_sgd,250,iris_1,0.872418272,0.957849215,0.910809611
classify_rf,250,iris_1,0.915510757,0.957849215,0.95579841
classify_mlp,250,iris_1,0.957849215,0.957849215,1
classify_logreg,250,iris_1,0.746532272,0.957849215,0.779383916
classify_knn,250,iris_1,0.915510757,0.957849215,0.95579841
classify_gp,250,iris_1,0.957849215,0.957849215,1
classify_et,250,iris_1,0.873547646,0.957849215,0.911988684
classify_dbn,250,iris_1,0.915510757,0.957849215,0.95579841
classify_svm,251,iris_2,1,1,1
classify_sgd,251,iris_2,1,1,1
classify_rf,251,iris_2,1,1,1
classify_pa,251,iris_2,1,1,1
classify_mnb,251,iris_2,1,1,1
classify_mlp,251,iris_2,1,1,1
classify_logreg,251,iris_2,1,1,1
classify_knn,251,iris_2,1,1,1
classify_gp,251,iris_2,1,1,1
classify_gnb,251,iris_2,1,1,1
classify_et,251,iris_2,1,1,1
classify_dt,251,iris_2,1,1,1
classify_dbn,251,iris_2,1,1,1
